year,id,wrkstat,occ10,prestg10,marital,educ,age,degree,major1,biokids,sex,race,income16,rincom16,pres16,pres20,happy,health,natspac,natenvir,natheal,natcrime,reg16,yrlvmus,yrartxbt,yrmovie,artsout,yrcreat,yrrdg,yrtour,yrstmus,yrarmus,yrstpo,yrarpo,yrclass,yrpod,cvdlvmus,cvdart,cvdmov,cvdcreat,cvdrdg,cvdtour,cvdstmus,cvdarmus,cvdstpo,cvdarpo,cvdclass,cvdpod
2022,109,5,5860,32,1,13,63,1,NA,NA,2,1,NA,0,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,110,7,5700,47,2,15,89,1,NA,NA,2,1,13,0,1,1,2,3,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,111,1,7130,41,1,16,61,1,NA,3,1,1,NA,22,2,2,1,2,NA,NA,NA,NA,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4
2022,112,3,6230,44,1,12,52,1,NA,NA,1,3,17,17,NA,NA,1,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,113,1,3400,62,5,15,48,2,55,NA,1,2,25,25,1,1,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,114,1,1340,75,5,16,40,3,14,0,1,1,23,23,1,1,2,2,1,1,1,3,2,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,3,2,1,1,2,4,4,2,2
2022,115,1,5610,35,1,15,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1,3,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,116,1,4250,37,1,12,44,0,NA,NA,1,1,21,21,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,117,1,9140,26,1,12,42,1,NA,NA,1,3,16,16,NA,NA,2,2,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,118,1,9130,35,4,16,46,3,42,0,1,3,19,19,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,119,5,4230,25,2,9,70,0,NA,NA,2,1,2,0,NA,NA,2,3,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,120,4,4110,31,5,14,20,1,NA,0,2,2,16,0,NA,NA,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,121,1,20,50,1,12,36,1,NA,NA,1,3,24,NA,NA,NA,1,1,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,122,5,800,60,1,14,82,1,NA,NA,1,1,23,0,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,123,1,110,60,1,16,65,3,8,3,2,1,22,20,2,2,3,2,3,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,124,7,8320,32,3,9,64,0,NA,NA,2,1,7,0,1,1,1,3,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,125,2,8710,28,3,12,69,1,NA,NA,2,NA,18,15,1,1,2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,126,7,NA,NA,1,16,NA,3,NA,2,1,3,6,NA,NA,NA,2,3,NA,NA,NA,NA,0,2,1,1,1,2,2,2,2,1,1,2,1,2,3,3,3,4,4,3,4,1,4,4,2,3
2022,127,1,4350,33,3,16,65,1,NA,NA,2,1,NA,NA,1,1,3,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,128,2,2700,58,3,12,52,1,NA,NA,1,3,20,16,NA,1,2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,129,1,9140,26,1,16,61,3,71,NA,1,1,13,13,NA,2,2,2,3,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,130,1,710,51,5,18,31,4,16,0,2,1,20,20,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,3,2,4,4,2,4,2,4,2
2022,131,1,4220,24,5,18,40,4,16,NA,1,3,23,7,NA,NA,3,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,132,1,2630,46,1,18,43,4,12,NA,1,3,23,20,NA,NA,2,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,133,1,3235,48,5,17,26,4,40,NA,1,2,20,19,3,NA,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,134,5,2850,67,1,12,80,1,NA,NA,1,1,24,0,1,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,135,4,3600,48,5,11,34,0,NA,NA,2,NA,13,0,NA,NA,3,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,136,4,NA,NA,5,12,26,1,NA,NA,2,3,NA,NA,NA,NA,3,2,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,137,1,3600,48,2,14,56,2,16,NA,2,2,15,11,NA,1,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,138,7,NA,NA,5,12,32,1,NA,NA,2,2,NA,0,NA,3,3,2,3,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,139,1,5310,50,5,16,23,3,43,NA,2,1,18,18,NA,1,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,140,1,2145,52,3,16,34,3,42,0,2,1,23,23,1,1,3,3,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,3,3,2,3,2,4,2
2022,141,1,3255,64,5,19,NA,4,55,0,2,3,NA,NA,1,NA,2,2,3,1,1,2,0,1,2,1,1,2,1,2,2,1,2,1,2,2,1,4,2,4,2,4,4,2,4,2,4,4
2022,142,5,3320,59,1,16,79,4,14,NA,1,2,NA,0,1,1,2,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,143,1,3255,64,1,18,36,3,11,NA,1,2,22,22,1,1,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,144,5,9140,26,3,16,NA,3,49,NA,2,2,NA,0,NA,NA,2,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,145,5,400,60,1,14,69,1,NA,2,1,2,22,0,1,1,2,3,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,146,4,4230,25,5,14,56,0,NA,NA,2,2,NA,0,NA,NA,1,2,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,147,5,640,53,1,16,NA,3,NA,2,2,3,NA,0,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,148,7,4600,35,5,16,36,2,57,3,2,2,13,13,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,149,1,4700,38,4,16,NA,3,44,NA,2,2,NA,NA,NA,NA,2,2,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,150,1,430,39,5,18,29,4,43,NA,1,2,26,24,NA,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,151,1,2310,61,5,11,44,1,NA,NA,2,3,22,21,1,1,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,152,1,6260,28,1,10,37,0,NA,NA,1,3,NA,NA,NA,NA,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,153,5,3400,62,3,18,70,3,20,4,1,1,21,0,1,1,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,154,6,NA,NA,5,13,NA,0,NA,NA,2,1,NA,0,NA,NA,3,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,155,5,6700,39,4,12,62,1,NA,2,1,1,NA,0,2,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,156,1,5700,47,5,16,24,3,42,0,2,1,23,18,NA,NA,2,1,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,157,8,5860,32,2,12,83,1,NA,NA,2,3,16,0,1,1,2,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,158,5,700,51,4,17,71,3,9,1,1,1,21,0,1,1,2,2,1,1,1,3,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4
2022,159,1,410,41,1,16,68,3,1,0,1,1,22,22,2,2,2,2,2,3,3,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,4,4,2,2,2,2,2,2,2,2
2022,160,1,5420,43,3,12,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,161,1,300,62,1,19,74,3,18,NA,1,3,23,22,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,162,1,NA,NA,5,16,46,3,14,NA,2,2,20,20,NA,NA,2,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,163,1,2016,44,1,17,48,3,81,4,1,3,NA,17,3,4,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,164,1,2330,61,1,20,55,4,16,NA,2,1,26,23,2,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,165,7,3620,55,1,12,46,1,NA,2,2,1,26,0,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,166,1,3255,64,1,18,40,4,36,NA,2,1,26,24,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,167,5,3255,64,4,16,63,3,36,NA,2,1,22,0,4,1,2,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,168,1,7720,27,2,12,65,1,NA,NA,2,1,20,20,2,2,3,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,169,1,3500,69,5,18,31,2,82,NA,2,1,26,19,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,170,1,2720,65,4,13,39,1,NA,NA,1,1,20,17,2,2,2,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,171,1,136,53,3,20,51,4,56,3,1,1,26,26,3,3,3,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,4,1,4,4,4,2,2,4,4,2,2
2022,172,1,4700,38,5,16,34,3,25,0,1,1,23,13,1,NA,2,2,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1
2022,173,1,3255,64,5,16,29,3,36,NA,2,1,26,22,1,1,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,174,5,2840,55,3,15,87,1,NA,NA,1,1,22,0,2,2,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,175,1,3160,65,1,16,41,4,50,NA,2,1,22,22,1,1,1,1,NA,NA,NA,NA,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,4,1,1,1,4,4,4,4,4,2,2
2022,176,1,3600,48,1,14,39,2,49,0,2,3,13,13,NA,NA,2,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,177,1,5240,31,5,16,63,3,55,NA,2,2,18,18,1,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,178,2,5860,32,4,16,41,3,42,3,2,1,14,4,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,179,2,5160,39,3,13,68,1,NA,1,2,1,24,16,NA,NA,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,180,5,4220,24,1,12,74,1,NA,NA,2,1,18,0,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,181,4,4220,24,5,3,50,0,NA,0,2,2,9,6,1,2,3,3,NA,NA,NA,NA,2,2,2,2,NA,2,1,1,2,1,2,1,2,2,4,4,2,4,1,4,4,4,4,4,4,4
2022,182,1,2310,61,5,18,53,4,45,NA,2,2,23,22,1,1,2,3,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,183,1,1107,48,5,16,34,3,14,NA,1,3,10,10,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,184,1,2000,51,1,12,62,1,NA,NA,1,2,24,20,1,1,1,1,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,185,1,3160,65,4,16,54,4,55,NA,2,3,23,22,NA,NA,2,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,186,1,5240,31,4,16,37,3,50,NA,2,1,21,21,1,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,187,5,6220,39,3,12,65,1,NA,1,1,1,NA,0,1,1,2,2,2,1,2,1,1,2,2,2,NA,2,1,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4
2022,188,1,540,46,1,16,42,3,14,3,1,1,24,23,2,2,1,2,NA,NA,NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4
2022,189,2,5000,46,5,12,47,1,NA,NA,2,1,13,2,1,1,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,190,1,1320,75,5,18,49,4,18,0,1,1,26,26,NA,NA,2,2,NA,NA,NA,NA,9,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
2022,191,1,430,39,1,18,NA,4,29,2,1,1,26,24,3,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,192,1,1650,63,1,18,NA,4,NA,NA,2,3,NA,NA,1,1,1,2,NA,NA,NA,NA,9,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,2,2,2,2,2,2,2
2022,193,2,1320,75,5,18,64,4,18,NA,1,1,23,23,1,1,1,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,194,5,NA,NA,3,16,60,3,18,NA,1,1,26,NA,2,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,195,1,1410,73,1,12,45,1,NA,NA,1,1,25,25,1,1,1,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,196,5,230,59,1,20,56,4,16,1,1,3,26,25,1,1,2,2,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,197,1,3060,80,1,16,30,4,55,0,2,3,26,22,1,1,2,1,3,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,198,5,2200,74,1,18,74,4,19,0,1,1,25,0,NA,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,4,4,2,1,2,4,4,4,4,2
2022,199,1,NA,NA,5,16,NA,4,NA,NA,1,2,NA,0,NA,NA,2,2,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,200,1,4510,36,1,13,25,1,NA,NA,2,1,20,19,1,1,2,1,3,2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,201,1,1006,65,5,16,29,3,20,NA,1,1,23,0,NA,NA,2,3,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,202,4,NA,NA,5,17,29,3,9,NA,1,NA,13,NA,NA,1,3,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,203,1,8640,31,5,16,29,3,8,NA,2,1,20,20,1,1,2,1,NA,NA,NA,NA,9,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,3,3,4,4,4,4,4,4,4
2022,204,1,2850,67,1,16,53,3,46,NA,1,1,26,26,1,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,205,8,220,53,1,16,72,1,NA,2,1,1,26,25,1,1,2,1,2,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,206,5,2310,61,5,18,74,4,16,0,2,3,25,0,1,1,3,2,NA,NA,NA,NA,9,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,NA,2,2,2,2,2,4
2022,207,1,2310,61,1,19,43,4,66,2,1,3,25,22,1,1,2,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,208,7,5400,38,3,14,36,1,NA,4,2,1,13,0,NA,NA,3,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,209,2,5700,47,1,17,40,4,8,2,2,1,19,6,2,1,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,210,1,9130,35,1,14,60,1,NA,0,1,1,25,24,NA,NA,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,211,1,5550,45,5,17,35,4,19,2,1,3,22,22,NA,1,1,1,2,1,3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,212,7,4720,28,1,14,44,1,NA,NA,2,1,2,0,NA,NA,3,2,3,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,213,1,430,39,1,17,66,3,18,NA,1,3,20,20,2,2,2,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,214,3,3500,69,1,12,32,1,NA,NA,2,1,26,26,3,2,1,2,NA,NA,NA,NA,9,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
2022,215,8,6260,28,5,11,36,0,NA,NA,1,2,14,0,1,1,2,4,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,216,1,3600,48,1,15,48,2,55,NA,2,2,19,19,NA,1,2,1,3,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,217,1,6260,28,2,3,61,0,NA,NA,1,1,20,15,NA,NA,2,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,218,1,9130,35,1,12,47,1,NA,NA,1,3,22,19,1,1,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
